De quantas maneiras diferentes o comitê organizador da Copa poderia pintar a logomarca com as cores citadas?;facil
A explicação científica que justifica essa prática se baseia na;facil
Reconhecido pela linguagem impressionista, Raul Pompeia desenvolveu-a na prosa poética, em que se observa a;facil
Que distância o motorista desatento percorre a mais do que o motorista atento, até a parada total dos carros?;facil
Hoje, sabe-se que isso nem sempre é verdade. Por quê?;facil
De acordo com a figura, que posições correspondem a dois pontos consecutivos da manteiga derretida?;facil
Para que a corrente não seja letal a uma pessoa que toca a cerca eletrificada, o gerador de tensão deve possuir uma resistência interna que, em relação à do corpo humano, é;facil
Elaborada em 1969, a releitura contida na Figura 2 revela aspectos de uma trajetória e obra dedicadas à;facil
No contexto da Primeira República no Brasil, as relações políticas descritas baseavam-se na;facil
Essa dificuldade ocorre porque o(a);facil
Com base nessas informações, quantos são os modelos distintos do brinquedo caminhão-cegonha que essa empresa poderá produzir?;facil
A bandeja a ser escolhida deverá ter uma área mínima, em centímetro quadrado, igual a;facil
A projeção ortogonal, no plano , do caminho traçado no globo pode ser representada por;facil
Nestas condições, a maior distância, em metro, que dois bombeiros poderiam ter entre eles é;facil
A reação 3 é fundamental para o contínuo funcionamento da célula solar, pois;facil
Quanto à materialização da linguagem, a apresentação de dados relativos à violência contra a mulher;facil
Chamando de X a quantidade total de funcionários da empresa, a quantia Y, em reais, que esta empresa gasta semanalmente para pagar seus funcionários é expressa por;facil
Considerando as informações do texto, qual ação representa uma estratégia de adaptação?;facil
O número de horas em que os dois reservatórios contêm a mesma quantidade de água é;facil
A fixação de moléculas de vapor de água pelos núcleos de condensação ocorre por;facil
Nesse texto, a reflexão sobre o processo criativo aponta para uma concepção de atividade poética que põe em evidência o(a);facil
A redução, em real, no preço da embalagem da polpa de morango deverá ser de;facil
A propriedade comum às estruturas que confere cor a esses compostos é a presença de;facil
Esquematicamente, o esboço do gráfico da energia cinética da criança em função de sua posição vertical na situação descrita é:;facil
No soneto de Cláudio Manuel da Costa, a contemplação da paisagem permite ao eu lírico uma reflexão em que transparece uma;facil
O gráfico da equação que o fisioterapeuta utilizou para maximizar o efeito dos exercícios é do tipo;facil
Associado ao contexto migratório contemporâneo, o conceito de hospitalidade proposto pelo autor impõe a necessidade de;facil
Em qual dos objetos a força potente é maior que a força resistente?;facil
A diferença entre as razões da altura da coluna B pela coluna A nos gráficos 1 e 2 é;facil
Qual é a probabilidade de, nesse ano, a declaração de um contribuinte ser considerada inconsistente, dado que ela era fraudulenta?;facil
A força impulsiva média gerada por esse impacto equivale ao peso de quantos tijolos iguais?;facil
Qual é a força que a fita exerce em cada uma das árvores por causa da presença da atleta?;facil
A frequência de giro do ponteiro, em RPM, é;facil
A criação da referida instituição estatal na conjuntura histórica abordada teve por objetivo;facil
Produzida no Chile, no final da década de 1970, a imagem expressa um conflito entre culturas e sua presença em museus decorrente da;facil
Qual solução deve ser usada para extração do lapachol da serragem do ipê com maior eficiência?;facil
Do ponto de vista comercial, o avanço das novas tecnologias, indicado no texto, está associado à;facil
O Texto I é a transcrição de uma entrevista concedida por uma professora de português a um programa de rádio. O Texto II é a adaptação dessa entrevista para a modalidade escrita. Em comum, esses textos;facil
Os fragmentos do pensamento pré-socrático expõem uma oposição que se insere no campo das;facil
Na imagem e no texto do romance de Marguerite Duras, os dois autorretratos apontam para o modo de representação da subjetividade moderna. Na pintura e na literatura modernas, o rosto humano deforma-se, destrói-se ou fragmenta-se em razão;facil
Em meados do século XX, o fenômeno social descrito contribuiu para o processo europeu de;facil
A conclusão correta a que o síndico deverá chegar, considerando a nova área a ser pavimentada, é a de que o material disponível em estoque;facil
A maior complexidade dos espaços urbanos contemporâneos ressaltada no texto explica-se pela;facil
Uma vez implementada, essa proposta afetaria a dinâmica do espaço urbano por reduzir a intensidade do seguinte processo:;facil
No processo eletrolítico ilustrado, o produto secundário obtido é o;facil
Quantos policiais serão necessários no início do evento para garantir a segurança?;facil
O número total de senhas possíveis para o cadastramento nesse site é dado por;facil
A quantidade mínima de novas placas de propaganda a serem instaladas é;facil
Para dobrar o valor da tensão máxima V do gerador mantendo constante o valor da corrente de curto i, o estudante deve dobrar o(a);facil
Qual processo de separação é responsável pela aromatização promovida?;facil
Para produzir a Hydrangea cor-de-rosa de maior valor comercial, deve-se preparar o solo de modo que x assuma;facil
Segundo a hipótese proposta, o íon cloreto atua na decomposição fotoquímica do vermilion;facil
O óleo de linhaça será obtido na fração;facil
"No fotograma de Man Ray, o ""distanciamento de representação figurativa"" a que se refere o Texto I manifesta-se na";facil
Analisando os gráficos do computador, a maior taxa de aumento no tempo de acesso, da sexta-feira para o sábado, foi no site;facil
Segundo a classificação dos polígonos, quais deles são possíveis de serem obtidos pelo artista plástico?;facil
Nesse ciclo, a formação de combustíveis está vinculada à conversão de energia;facil
Nesse arranjo, os átomos de carbono possuem hibridação;facil
O valor mais próximo da medida do diâmetro da segunda catraca, em centímetro e com uma casa decimal, é;facil
A expressão que corresponde ao valor total pago pela quitação do empréstimo é;facil
A releitura realizada pela poeta inverte as seguintes ideias centrais do pensamento kantiano:;facil
Cientificamente esse conceito é definido como;facil
O mês escolhido para o plantio foi;facil
Como estratégia de progressão do texto, o autor simula uma interlocução com o público leitor ao recorrer à;facil
A técnica de datação apresentada no texto só é possível devido à;facil
A linguagem cumpre diferentes funções no processo de comunicação. A função que predomina nos textos I e II;facil
Uma adaptação, associada a esse bioma, presente nos seres vivos dos grupos citados é o(a);facil
Para atingir todos os seus objetivos, o chefe deverá cortar a calota do melão numa altura h, em centímetro, igual a;facil
Em qual(is) desses dias o(s) aviso(s) foi(ram) emitido(s) corretamente?;facil
A função química presente no produto que representa o biodiesel é;facil
Qual é o número de andares desse edifício?;facil
Quanto receberá a empresa que cadastrou a máquina com maior idade de uso?;facil
O processo anaeróbico é menos vantajoso energeticamente porque;facil
De acordo com os argumentos de Haber, qual fenômeno teria provocado o desequilíbrio no “balanço do nitrogênio ligado”?;facil
Com base no quadro, qual é a moda do número de pessoas no elevador durante a subida do térreo ao quinto andar?;facil
Nesse texto, a mobilização do uso padrão das formas verbais e pronominais;facil
A probabilidade de que, em algum dos dias letivos de fevereiro, esse rapaz tenha apanhado o ônibus antes de 6 h 21 min da manhã é, no máximo,;facil
Para realizar o percurso mais curto possível ao longo da malha, do ponto B até o ponto A, um objeto deve percorrer uma distância igual a;facil
De acordo com a fórmula dada, o menor número de parcelas cujos valores não comprometem o limite definido pela pessoa é;facil
A medida, em metro, das alturas das colunas de água nos reservatórios auxiliares, após cessar o fluxo de água entre eles, é;facil
A diferença na manifestação da DMD entre as gêmeas pode ser explicada pela;facil
O instante em que a água dessa piscina terminar de escoar completamente está compreendido entre;facil
Após a análise, os alunos ordenaram corretamente as densidades desses corpos da seguinte maneira;facil
O que ocorre com os alto-falantes E e D se forem conectados de acordo com o segundo esquema?;facil
O trecho em que Clarice Lispector declara seu amor pela língua portuguesa, acentuando seu caráter patrimonial e sua capacidade de renovação, é:;facil
A medida real, em quilômetro, desse segmento de reta é;facil
Qual é a máxima distância, em km, que um sinal pode ser enviado nessa fibra sem ser necessária uma retransmissão?;facil
Qual deveria ser a altura mínima do viaduto, em metro, para que esse caminhão pudesse passar com segurança sob seu vão?;facil
Segundo o acordo, qual município receberá o investimento extra?;facil
A necessidade desse tipo de ação na área mencionada tem como causa a;facil
Desta forma, o proprietário do veículo deverá comprar o pneu com a marcação;facil
Para minimizar este tipo de problema, deve-se:;facil
A relação entre ser humano e natureza ressaltada no texto refletia a permanência da seguinte corrente filosófica:;facil
Essa luminária terá por faces;facil
A dimensão mínima que o designer deve adotar para esse tabuleiro é;facil
A função P(t) obtida, por este cientista, ao analisar o caso específico foi;facil
O comentário do narrador do romance “[...] emendou com uma valsa mais arretada ainda, cheia de palavras difíceis, mas bonita que só a gota serena” relaciona-se ao fato de que essa valsa é representativa de uma variedade linguística;facil
Quantos alunos compraram somente um bilhete?;facil
Nessas condições, o percentual sobre o valor do objeto, dado como recompensa, que ela deverá ofertar é igual a;facil
O valor mais próximo do percentual que descreve o aumento da população nas capitais da Região Nordeste é;facil
As intensidades FA, FB e FC expressas no gráfico satisfazem a relação;media
A respeito das intensidades das velocidades médias e do sentido de movimento do carro A, os estudantes observaram que:;media
Em populações de quais localidades se observa um processo de especificação evidente?;media
A mediana dessa taxa de desemprego, no período de março de 2008 a abril de 2009, foi de;media
Um dos benefícios dessa forma de plantio é a;media
Entre as listadas, a amostra analisada pode ser de qual polpa de fruta?;media
O texto apresenta um novo olhar sobre a configuração da Floresta Amazônica por romper com a ideia de;media
Uma indústria farmacêutica pretende fabricar um lote de 900 mil comprimidos, de acordo com as especificações do texto. Qual é a massa de ácido salicílico, em kg, que deve ser empregada para esse fim?;media
O composto A, representado no esquema de reação, é o;media
O número mínimo de empregados reabilitados ou com deficiência, habilitados, que deverá ser contratado pela empresa é;media
Qual pesquisa deverá ser utilizada?;media
Para que atinja seu objetivo, a nota mínima que ele deve conseguir na disciplina I é;media
A obra de Rubem Valentim apresenta emblemas que, baseando-se em signos de religiões afro-brasileiras, se transformam em produção artística. A obra Emblema 78 relaciona-se com o Modernismo em virtude da;media
O técnico concluiu que as correntes que apresentam o mesmo valor são;media
A questão da eternidade, tal como abordada pelo autor, é um exemplo da reflexão filosófica sobre a(s);media
Após essa primeira dobradura, a medida do segmento AE é;media
O acontecimento descrito vincula-se ao fenômeno ocidental do(a);media
Esses ácidos atuam no processo de modo a;media
A massa do íon medida por esse dispositivo será;media
O texto aponta para a relação entre aperfeiçoamento da atividade pastoril e avanço técnico na Europa ocidental feudal, que resultou do(a);media
A obra de Rauschenberg chocou o público na época em que foi feita, e recebeu forte influência de um movimento artístico que se caracterizava pela;media
Remanescente do período helenístico, a máxima apresentada valoriza a seguinte virtude:;media
O número mínimo de polias móveis usadas, nessa situação, por Arquimedes foi;media
Se o novo jogador é 0,20 m mais baixo que o anterior, qual é a média de altura, em metro, do novo grupo?;media
Ao estabelecer a razão RAB/RBC, qual resultado o estudante obteve?;media
Em relação à visão, a degeneração desse tipo celular irá;media
Se a prefeitura pode pagar, no máximo, R$ 8 000,00 por poste colocado, o maior valor que poderá gastar com a colocação desses postes é;media
Considerando essas estruturas químicas, o tipo de estereoisomeria apresentada pelo bombicol é também apresentada pelo fenômeno utilizado no controle do inseto;media
Nessas condições, quantos gramas de prata e de cobre, respectivamente, devem ser fundidos com os 10 gramas de prata 925?;media
Uma expressão que fornece o custo para revestir uma parede de área A (em metro quadrado), situada a D metros da fonte sonora, é;media
O êxito e as limitações da tecnologia utilizada na composição do conto evidenciam a;media
Os gêneros textuais podem ser caracterizados, dentre outros fatores, por seus objetivos. Esse fragmento é um(a);media
Quantos segundos após a partida do bondinho B partiu o bondinho A?;media
Os sinais de pontuação são elementos com importantes funções para a progressão temática. Nesse miniconto, as reticências foram utilizadas para indicar;media
A medida encontrada pelo engenheiro foi;media
Nessa disposição, o número que está representado na figura é;media
Cientificamente, sabe-se que essa mudança de cor da chama ocorre pela;media
Assim, um pé, em polegada, equivale a;media
Os valores possíveis para X são, apenas,;media
Qual é a vazão, em litro por hora, da bomba que foi ligada no início da segunda hora?;media
A revolta descrita no texto, ocorrida na Inglaterra no século XIX, foi uma reação ao seguinte processo socioespacial:;media
Ao apresentar uma cena em que um menino atira milho às galinhas e observa com atenção uma delas, o narrador explora um recurso que conduz a uma expressividade fundamentada na;media
A razão kA/kB é mais próxima de;media
Essas espécies captam água do(a);media
Após o fim do vazamento, o volume de petróleo derramado terá sido de;media
Qual foi o aumento percentual da altura dessa menina, descrito com uma casa decimal, no período considerado?;media
O número de pessoas alcançadas pela campanha será dado pela expressão;media
A média do número de acidentes por funcionário na amostra que a CIPA apresentará, à diretoria da empresa é;media
Considerando-se a identificação apresentada no caminhão, o código 1005 corresponde à substância;media
Da perspectiva do usuário, o pajubá ganha status de dialeto, caracterizando-se como elemento de patrimônio linguístico, especialmente por;media
O efeito emagrecedor desse composto está relacionado ao(à);media
Duas consequências provocadas por essa troca de aro são:;media
As duas imagens são produções que têm a cerâmica como matéria-prima. A obra Estrutura vertical dupla se distingue da urna funerária marajoara ao;media
A importância econômica e tecnológica desses elementos, pela similaridade de suas propriedades químicas e físicas, deve-se a;media
Na terapêutica das doenças mencionadas, alguns desses fármacos atuam;media
Com base nos dados experimentais, o valor da massa do carrinho 2 é igual a;media
A estratégia evolutiva que resulta em polinização mais eficiente quando esta depende do vento é o(a);media
O texto aponta que a subjetivação se efetiva numa dimensão;media
As moléculas dos sinalizadores químicos produzidas pelas abelhas rainha e operária possuem diferença na;media
Entre os séculos XVI e XIX, diferentes concepções sobre as relações entre Estado e economia foram formuladas. Tais concepções, associadas a cada um dos textos, confrontam-se, respectivamente, na oposição entre as práticas de;media
A combinação escolhida para realizar esse passeio da forma desejada é;media
Em textos de diferentes gêneros, algumas estratégias argumentativas referem-se a recursos linguístico-discursivos mobilizados para envolver o leitor. No texto, caracteriza-se como estratégia de envolvimento a;media
O 2 015º item cadastrado foi um(a);media
Para se definir o campeão desse torneio, o número de partidas necessárias é dado por;media
Comparando as pressões e massas de ar comprimido nos pneus das bicicletas, temos:;media
Qual aspecto da organização gramatical atualiza os eventos apresentados na resenha, contribuindo para despertar o interesse do leitor pelo filme?;media
No processo de reconstituição do tempo vivido, o eu lírico projeta um conjunto de imagens cujo lirismo se fundamenta no;media
Qual é a probabilidade de esse morador se atrasar para o serviço no dia para o qual foi dada a estimativa de chuva?;media
No contexto da produção científica, a necessidade de reconstrução desse modelo, conforme exposto no texto, foi determinada pelo confronto com um(a);media
Qual mudança de sentido o controlador deve efetuar para reposicionar a câmera?;media
O rendimento molar da reação, em que 32 g de metanol foram obtidos a partir de 142,5 g de brometo de metila e 80 g de hidróxido de sódio, é mais próximo de;media
O texto permite relacionar uma prática corporal com uma visão ampliada de saúde. O fator que possibilita identificar essa perspectiva é o(a);media
Em caso de um indivíduo com hipoglicemia, o hormônio citado que atua no catabolismo induzirá o organismo a;media
A que técnica refere-se o texto?;media
As ações de controle iniciarão pelo bairro;media
Uma expressão que fornece a quantidade de maneiras diferentes que os estandes podem ser compostos é;media
Nesse texto, busca-se convencer o leitor a mudar seu comportamento por meio da associação de verbos no modo imperativo à;media
O menor tempo possível, em hora, para conclusão da construção da galeria, para atender às necessidades de água do bairro, é de;media
A liberdade de escolha na civilização ocidental, de acordo com a análise do texto, é um(a);media
Quando x = 30º, a intensidade luminosa se reduz a qual percentual de seu valor máximo?;media
Para atender essa determinação, o valor mínimo do fluxo de água, em kg/s, para a refrigeração da usina deve ser mais próximo de;media
A territorialização de uma unidade produtiva depende de diversos fatores locacionais. A partir da leitura do texto, o fator determinante para a instalação das refinarias de petróleo é a proximidade a;media
O trecho destaca uma ideia remanescente de uma tradição filosófica ocidental, segundo a qual a felicidade se mostra indissociavelmente ligada à;media
Para esse banho, o número mínimo de embalagens desse cosmético é;media
No poema, o eu lírico faz um inventário de estados passados espelhados no presente. Nesse processo, aflora o;media
No processo de transição para a República, a narrativa machadiana sobre a Inconfidência Mineira associa;media
A consequência do processo de transformação socioeconômica abordado no texto é a;media
Com apuro formal, o poema tece um conjunto semântico que metaforiza a atitude feminina de;media
Nessa estratégia, a recuperação da biodiversidade é efetiva porque;media
Em um momento de radicalização política, a retórica no discurso do presidente João Goulart, proferido no comício da Central do Brasil, buscava justificar a necessidade de;media
De acordo com os fatos relatados, a velocidade angular do foguete em relação à Terra no ponto de reentrada era;media
Qual a medida da altura H, em metro, indicada na Figura 2?;media
Segundo essas estimativas, a quantidade a mais de pastéis que esse comerciante deve vender na próxima semana é;media
A situação narrada revela uma tensão fundamentada na perspectiva do;media
A expressão relacionando q e m que representa a concentração alcoólica prejudicial à saúde do indivíduo, de acordo com a Associação Médica Americana, é;media
Considerando as adaptações relacionadas aos hábitos alimentares, os animais adequados ao propósito dessas pesquisas são os(as);media
Excetuando-se a fase de plasma, essas transformações sofridas pela matéria, em nível microscópico, estão associadas a uma;media
Qual é o menor custo, em real, para uma pessoa visitar os topos dos dois mirantes e retornar ao solo?;media
Quais devem ser os valores de X e de Y, em metro, para que a área da base do viveiro seja máxima?;media
Em que ano a empresa atingiu ou atingirá a densidade de 100 bilhões de transistores?;media
Com o objetivo de obter a maior probabilidade possível de ganhar o prêmio, a pessoa deve escolher a opção;dificil
O cumprimento da função referencial da linguagem é uma marca característica do gênero resumo de artigo acadêmico. Na estrutura desse texto, essa função é estabelecida pela;dificil
Uma característica do gênero diário que aparece na letra da canção de Chico Buarque é o(a);dificil
Nas cidades-estado da Antiguidade Clássica, a proporção de cidadãos descrita no texto é explicada pela adoção do seguinte critério para a participação política:;dificil
A criação de softwares livres contribui para a produção do conhecimento na sociedade porque;dificil
Um passageiro, ao chegar à sala de embarque desse aeroporto no instante indicado, visando esperar o menor tempo possível, deverá se dirigir à máquina;dificil
No ciclo natural do nitrogênio, o equivalente ao principal componente desses fertilizantes industriais é produzido na etapa de;dificil
Tendo em vista o papel funcional do ADH, qual é um sintoma clássico de um paciente acometido por diabetes insipidus?;dificil
A altura, a largura e a profundidade do desenho impresso para a apresentação serão, respectivamente,;dificil
O aumento da eficiência fotossintética ocorreu pelo fato de os nanotubos de carbono promoverem diretamente a;dificil
Referindo-se a práticas culturais de origem nipônica, o narrador registra as reações que elas provocam na família e mostra um contexto em que;dificil
Considerando as diferenças entre extrativismo vegetal e silvicultura, a variação das curvas do gráfico foi influenciada pela tendência de;dificil
Por ser múltipla e apresentar peculiaridades de acordo com a intenção do emissor, a linguagem apresenta funções diferentes. Nesse fragmento, predomina a função referencial da linguagem, porque há a presença de elementos que;dificil
Nessa suposta pilha, qual dos componentes atuaria como cátodo?;dificil
De acordo com as informações dadas, o último andar do edifício é o;dificil
Qual é a potência, em MW, não aproveitada em cada unidade geradora de Itaipu?;dificil
A variedade linguística da narrativa é adequada à descrição dos fatos. Por isso, a escolha de determinadas palavras e expressões usadas no texto está a serviço da;dificil
O texto faz uma apresentação crítica acerca do pensamento de Demócrito, segundo o qual o “princípio constitutivo das coisas” estava representado pelo(a);dificil
O texto chama a atenção para a importância da proteção de bens que, como aquele apresentado na imagem, se identificam como:;dificil
Nos próximos dois meses, essa empresa deverá comprar a mesma quantidade de matéria-prima comprada no mês;dificil
Um dos fatores que contribuíram para a efetivação da medida mencionada no texto foi a;dificil
A relação entre os elementos tradicionais e modernos nos Jogos dos Povos Indígenas desencadeou a;dificil
No poema de Ana Cristina Cesar, a relação entre as definições apresentadas e o processo de construção do texto indica que o(a);dificil
Nesse trecho de suas memórias, Luiz Gama ressalta a importância dos(as);dificil
Pela análise do conteúdo, constata-se que essa campanha publicitária tem como função social;dificil
Levando-se em conta o contexto em que foi criada, a referida operação tinha como objetivo coordenar a;dificil
O modelo político das sociedades discutidas no texto contrasta com o do Estado liberal burguês porque se baseia em:;dificil
Essa intervenção antrópica prejudica a piracema porque reduz o(a);dificil
A visão expressa nesse texto do século XX remete a qual aspecto do pensamento moderno?;dificil
O período descrito apresenta continuidades e rupturas em relação à conjuntura histórica anterior. Uma dessas continuidades consistiu na;dificil
A dinâmica de transformação da geografia das indústrias descrita expõe a complementaridade entre dispersão espacial e;dificil
Com base nesses dados, o imóvel que atende as pretensões da família deverá ser localizado no encontro das ruas;dificil
Que tipo de intervenção do poder público no espaço rural é capaz de reduzir a marginalização produtiva apresentada no texto?;dificil
Qual é o comprimento de onda, em nm, ideal para a epilação a laser?;dificil
A ação da China em relação à situação descrita no texto evidencia um conflito que tem como foco o(a):;dificil
Uma consequência socioeconômica para os países que vivenciam o fenômeno demográfico ilustrado é a diminuição da;dificil
As características descritas referem-se a plantas adaptadas ao bioma:;dificil
A concepção de desenvolvimento proposta no texto fundamenta-se no vínculo entre;dificil
No fragmento, o narrador adota um ponto de vista que acompanha a perspectiva de Fortunato. O que singulariza esse procedimento narrativo é o registro do(a);dificil
Qual a medida que mais se aproxima do diâmetro da Roda do Milênio, em metro?;dificil
Qual das bicamadas lipídicas apresentadas possui maior fluidez?;dificil
Qual dessas atividades físicas proporciona o maior consumo de quilocalorias por minuto?;dificil
No âmbito do Poder Legislativo brasileiro, a tentativa de reverter esse quadro de sub-representação tem envolvido a implementação, pelo Estado, de;dificil
O usuário iniciante sente-se não raramente desorientado no oceano de informações e possibilidades disponíveis na rede mundial de computadores. Nesse sentido, Pierre Lévy destaca como um dos principais aspectos da internet o(a);dificil
Nesse texto, a combinação de elementos verbais e não verbais configura-se como estratégia argumentativa para ;dificil
Qual dos gráficos melhor descreverá a altura h do nível da água no Reservatório 1, em função do volume V de água no sistema?;dificil
A mobilização analisada representou um alerta, na medida em que a ação popular questionava;dificil
Incorporando o devaneio da personagem, o narrador compõe uma alegoria que representa o anseio de;dificil
No dia em que foram colhidos os dados meteorológicos apresentados, qual fator climático foi determinante para explicar os índices de umidade relativa do ar nas regiões Nordeste e Sul?;dificil
As implicações éticas da articulação apresentada no texto impulsionam a necessidade de construção de um novo padrão de comportamento, cujo objetivo consiste em garantir o(a);dificil
Segundo essas informações, argumenta-se que os alunos P, J, F e M jogaram, respectivamente,;dificil
Nesse texto, a associação de vocábulos da língua portuguesa a determinados dias da semana remete ao;dificil
Qual teria sido a cobertura dessa campanha no ano de 2014?;dificil
Considerando as décadas de 1950 e 1960 no Brasil, os trechos dos programas do PSD e UDN convergiam na defesa da;dificil
Os textos abordam um questionamento da construção da modernidade que defende um modelo;dificil
Mesmo com ausência de ventos por curtos períodos, essa estação continua abastecendo a cidade onde está instalada, pois o(a);dificil
A etapa de hidrólise na produção de etanol a partir do milho é fundamental para que;dificil
O texto indica que durante a Guerra Fria as relações internas em um mesmo bloco foram marcadas pelo(a);dificil
Em relação à internet, a perspectiva defendida pelo autor ressalta um paradoxo que se caracteriza por;dificil
Ao comparar os textos, as formas de designação dos grupos nativos pelos europeus, durante o período analisado, são reveladoras da;dificil
A forma de recolocar a tela na posição original, obedecendo ao que foi estabelecido, é girando-a em um ângulo de;dificil
O texto descreve a mudança ocorrida na nomeação do inseto, por questões de tabu linguístico. Esse tabu diz respeito à;dificil
A pérola colocada na pulseira pelo joalheiro tem diâmetro, em milímetro, igual a;dificil
Esses textos propõem uma reflexão crítica sobre o consumismo. Ambos partem do ponto de vista de que esse hábito;dificil
Ao discorrer sobre os hoaxes, o texto sugere ao leitor, como estratégia para evitar essa ameaça,;dificil
A preocupação apresentada no texto revela um aspecto da condução política desse Estado identificado ao(à);dificil
O texto faz referência a uma importante mudança na dinâmica de funcionamento dos Estados contemporâneos que, no caso brasileiro, teve como consequência a;dificil
Qual linhagem deve ser escolhida pelo pesquisador?;dificil
No texto, evidencia-se que a construção do significado da palavra mandinga resulta de um(a);dificil
As situações apresentadas atestam a importância da relação entre a topografia e o (a);dificil
A reflexão trazida pelo texto, que aborda o esporte telespetáculo, está fundamentada na;dificil
Para qual cartão os dois voluntários identificarão a mesma cor?;dificil
Essa é uma estratégia de conciliação entre recuperação ambiental e produção agrícola, pois;dificil
Qual a fórmula estrutural do tensoativo persistente no ambiente mencionado no texto?;dificil
O romance, de 1939, traz à cena tipos e situações que espelham o Rio de Janeiro daquela década. No fragmento, o narrador delineia esse contexto centrado no;dificil
Essa “ladroagem” está associada à relação de;dificil
Considerando os princípios expostos no texto, o drible no handebol caracteriza o princípio de;dificil
O equipamento elétrico que tem potência similar àquela produzida por esse peixe em perigo é o(a);dificil
No contexto da conquista, conforme análise apresentada no texto, uma estratégia para superar as disparidades levantadas foi;dificil
A marca a ser escolhida é;dificil
O benefício ambiental gerado nessa proposta é a redução do(a);dificil
No contexto do início do século XXI, uma ação para solucionar os problemas logísticos da soja apresentados no texto seria a;dificil
A razão entre as distâncias percorridas às cegas por X e Y, nessa ordem, é igual a;dificil
O documento de Marinetti, de 1909, propõe os referenciais estéticos do Futurismo, que valorizam a;dificil
No texto, as estratégias territoriais dos grupos de remanescentes de quilombo visam garantir:;dificil
O problema exposto no texto jornalístico relaciona-se à;dificil
O texto enfatiza uma consequência da relação conflituosa entre a sociedade humana e o ambiente, que diz respeito ao processo de;dificil
No contexto das novas tecnologias de informação e comunicação, a circulação de saberes depende da;dificil
Nesse sistema de produção de alimentos vegetais, o controle de insetos é manejado por meio do(a);dificil
No texto, o tratamento predominante na mídia sobre a relação entre saúde e corpo recebe a seguinte crítica:;dificil
Nesse aparelho, a separação das substâncias ocorre em função;dificil
O grupo O Teatro Mágico apresenta composições autorais que têm referências estéticas do rock, do pop e da música folclórica brasileira. A originalidade dos seus shows tem relação com a ópera europeia do século XIX a partir da;dificil
No texto há uma crítica ao seguinte aspecto do mundo globalizado:;dificil
Este solilóquio pode ser considerado um precursor do existencialismo ao enfatizar a tensão entre;dificil
Os textos destacam a inovação artística proposta por Stephen Lund a partir do(a);dificil
Quantos minutos o veículo permaneceu imóvel ao longo do intervalo de tempo total analisado?;dificil
O texto exprime uma construção alegórica, que traduz um entendimento da doutrina niilista, uma vez que;dificil
A prática histórico-cultural de matriz africana descrita no texto representava um(a);dificil
"Defendendo a ideia de que ""os direitos humanos devem ser o alicerce para todo o progresso"", a diretora-geral da Unesco aponta, como estratégia para atingir esse fim, a";dificil
Em uma leitura que extrapola a esfera econômica, o autor associa o acirramento da pobreza à;dificil
